OBJECT,FULLOBJECT,THEME,TITLE,ABSTRACT,METADATA URL
acs_b19301_percapitaincome,acs_b19301_percapitaincome,census,2011-2015 ACS: Per Capita Income In The Past 12 Months (In 2015 Inflation-Adjusted Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Income subject area. Provides inform ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b19301_percapitaincome
acs_b21001_sexagevetstatus,acs_b21001_sexagevetstatus,census,2011-2015 ACS: Sex By Age By Veteran Status For The Civilian Population 18 Years And Over (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Veteran Status subject area. Provide ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b21001_sexagevetstatus
acs_b25001_housingunits,acs_b25001_housingunits,census,2011-2015 ACS: Housing Units (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25001_housingunits
acs_b25002_occupancystatus,acs_b25002_occupancystatus,census,2011-2015 ACS: Occupancy Status (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25002_occupancystatus
acs_b25003_tenure,acs_b25003_tenure,census,2011-2015 ACS: Tenure (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25003_tenure
acs_b25004_vacancystatus,acs_b25004_vacancystatus,census,2011-2015 ACS: Vacancy Status (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25004_vacancystatus
acs_b25007_tenureagehouseholder,acs_b25007_tenureagehouseholder,census,2011-2015 ACS: Tenure By Age Of Householder (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25007_tenureagehouseholder
acs_b25009_tenurehouseholdsize,acs_b25009_tenurehouseholdsize,census,2011-2015 ACS: Tenure By Household Size (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25009_tenurehouseholdsize
acs_b25019_aggregatenumberrooms,acs_b25019_aggregatenumberrooms,census,2011-2015 ACS: Aggregate Number Of Rooms (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25019_aggregatenumberrooms
acs_b25024_unitsinstructure,acs_b25024_unitsinstructure,census,2011-2015 ACS: Units In Structure (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25024_unitsinstructure
acs_b25032_tenureunitsstructure,acs_b25032_tenureunitsstructure,census,2011-2015 ACS: Tenure By Units In Structure (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25032_tenureunitsstructure
acs_b25033_totalpophseunitstenure,acs_b25033_totalpophseunitstenure,census,2011-2015 ACS: Total Population In Occupied Housing Units By Tenure By Units In Structure (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25033_totalpophseunitstenure
acs_b25034_yrstructurebuilt,acs_b25034_yrstructurebuilt,census,2011-2015 ACS: Year Structure Built (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25034_yrstructurebuilt
acs_b25035_medianyrstructurebuilt,acs_b25035_medianyrstructurebuilt,census,2011-2015 ACS: Median Year Structure Built (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25035_medianyrstructurebuilt
acs_b25036_tenureyrstructurebuilt,acs_b25036_tenureyrstructurebuilt,census,2011-2015 ACS: Tenure By Year Structure Built (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25036_tenureyrstructurebuilt
acs_b25056_contractrent,acs_b25056_contractrent,census,2011-2015 ACS: Contract Rent (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25056_contractrent
acs_b25057_lowercontractrentquartile,acs_b25057_lowercontractrentquartile,census,2011-2015 ACS: Lower Contract Rent Quartile (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25057_lowercontractrentquartile
acs_b25058_mediancontractrent,acs_b25058_mediancontractrent,census,2011-2015 ACS: Median Contract Rent (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25058_mediancontractrent
acs_b25059_uppercontractrentquartile,acs_b25059_uppercontractrentquartile,census,2011-2015 ACS: Upper Contract Rent Quartile (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25059_uppercontractrentquartile
acs_b25065_aggregategrossrent,acs_b25065_aggregategrossrent,census,2011-2015 ACS: Aggregate Gross Rent (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25065_aggregategrossrent
acs_b25070_grossrentpercent,acs_b25070_grossrentpercent,census,2011-2015 ACS: Gross Rent As A Percentage Of Household Income In The Past 12 Months (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25070_grossrentpercent
acs_b25071_mediangrossrentpercent,acs_b25071_mediangrossrentpercent,census,2011-2015 ACS: Median Gross Rent As A Percentage Of Household Income In The Past 12 Months (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25071_mediangrossrentpercent
acs_b25074_hsehldincomegrossrentper,acs_b25074_hsehldincomegrossrentper,census,2011-2015 ACS: Household Income By Gross Rent As A Percentage Of Household Income In The Past 12 Months (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25074_hsehldincomegrossrentper
acs_b25076_lowervaluequartile,acs_b25076_lowervaluequartile,census,2011-2015 ACS: Lower Value Quartile (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25076_lowervaluequartile
acs_b25077_medianvalue,acs_b25077_medianvalue,census,2011-2015 ACS: Median Value (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25077_medianvalue
acs_b25078_uppervaluequartile,acs_b25078_uppervaluequartile,census,2011-2015 ACS: Upper Value Quartile (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25078_uppervaluequartile
acs_b25083_medianvaluemobilehomes,acs_b25083_medianvaluemobilehomes,census,2011-2015 ACS: Median Value (Dollars) For Mobile Homes (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25083_medianvaluemobilehomes
acs_b25091_mortgagepercenthsehldinc,acs_b25091_mortgagepercenthsehldinc,census,2011-2015 ACS: Mortgage Status By Selected Monthly Owner Costs As A Percentage Of Household Income In The Past 12 Months (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25091_mortgagepercenthsehldinc
acs_b25094_selectedmonthlyownercosts,acs_b25094_selectedmonthlyownercosts,census,2011-2015 ACS: Selected Monthly Owner Costs (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25094_selectedmonthlyownercosts
acs_b25095_hsehldincownercostpercent,acs_b25095_hsehldincownercostpercent,census,2011-2015 ACS: Household Income By Selected Monthly Owner Costs As A Percentage Of Household Income In The Past 12 Months (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Housing subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25095_hsehldincownercostpercent
acs_b26001_groupquarterspopulation,acs_b26001_groupquarterspopulation,census,2011-2015 ACS: Group Quarters Population (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Group Quarters subject area. Provide ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b26001_groupquarterspopulation
acs_b27001_healthinscover,acs_b27001_healthinscover,census,2011-2015 ACS: Health Insurance Coverage Status By Sex By Age (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Health Insurance subject area. Provi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b27001_healthinscover
acs_c17002_ratioincomepoverty,acs_c17002_ratioincomepoverty,census,2011-2015 ACS: Ratio Of Income To Poverty Level In The Past 12 Months (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Poverty subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_c17002_ratioincomepoverty
acs_c24010_sexoccupation,acs_c24010_sexoccupation,census,2011-2015 ACS: Sex By Occupation For The Civilian Employed Population 16 Years And Over (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Industry-Occupation-Class of Worker  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_c24010_sexoccupation
acs_c24030_sexbyindustry,acs_c24030_sexbyindustry,census,2011-2015 ACS: Sex By Industry For The Civilian Employed Population 16 Years And Over (Based on 2010 Census Tracts),US Census American Community Survey (2011-2015) data table for: Industry-Occupation-Class of Worker  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_c24030_sexbyindustry
ada_ramp,ada_ramp_point,transportation,Maint.ROADS.ADA_Ramp_point,The feature class is the asset inventory for ADA Ramps within unincorporated King County. This data  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ada_ramp
addr_sitetype_lut,addr_sitetype_lut,admin,Look Up (Decode) table for ADDRESS_POINT sitetype ITEM,Table related to ADDRESS_POINT that decodes SITETYPE item. SITETYPE item values are somewhat cryptic ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=addr_sitetype_lut
address,address_point,admin,Addresses in King County,A comprehensive address file containing a point for every addressable site within King County. It is ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=address
adverse_weather_districts,adverse_weather_districts_area,transportation,Metro Adverse Weather Districts in King County,The Adverse Weather Areas are a means whereby responding agencies within King County can geographica ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=adverse_weather_districts
agrpddst,agrpddst_area,natres,Agricultural Production District,The Comprehensive Plan designates Agricultural Production Districts where the principal land use sho ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=agrpddst
airdst,airdst_area,district,Airport Districts of King County,Airport District encompassing Vashon-Maury Island ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=airdst
airports,airports_area,transportation,Airports in King County,Airport features for King County. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=airports
annexed_landslide_sao1990,annexed_landslide_sao1990_area,enviro,Landslide hazards; incorporated KC 1990,This area was categorized as within a potential landslide hazard by the 1990 King County Sensitive A ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=annexed_landslide_sao1990
antiicer_route,antiicer_route_line,transportation,Roads Anti-Ice Routes,Routes in unincorporated King County that are part of the King County anti-ice operations as well as ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=antiicer_route
asgwc,asgwc_area,enviro,Areas Susceptible to Groundwater Contamination,Areas susceptible to groundwater contamination ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=asgwc
barricade,barricade_point,transportation,Barricades maintained by King County Roads Division,Barricade is any object or structure that creates a barrier or obstacle to control; block passage or ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=barricade
basin_condition,basin_condition_area,enviro,Environmental Condition of Basins,Environmental conditons of Drainage Basins. Used as a tool to regulate land use according the 2005 K ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=basin_condition
benson_line_stations,benson_line_stations_point,transportation,Metro Benson Line Stations in King County,City of Seattle sole streetcar Stations operated by Metro KC Transit in the downtown area. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=benson_line_stations
